ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260621MWP1QGP1,Hoàn thành,235719074295152,2026-06-21 12:31:35,2026-06-26 12:23:27,2026-06-21 12:31:10,adidas Official Store,71009635,Shopee Mall(Non-CB),46909857245,adidas Chạy Giày Chạy Bộ Runblaze W Nữ trắng IH9643,400868684529,Normal Product,,Thể Thao & Dã Ngoại,Giày Thể Thao,Giày Chạy Bộ,1300000,1,Shopee Comm,,1014000,,7.00%,40000,0.00%,0,40000,40000,0,40000,,0,0.00%,0,100.00%,40000,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260621MWJMYJU5,Đã hủy,235718959265539,2026-06-21 12:29:19,--,2026-06-21 12:28:58,Cửa Hàng Gia Dụng Lê Chi 1,23542100,Preferred(Non-CB),20396573205,Sét 20 / 50 muỗng cafe inox nhỏ - Thìa cafe inox nhỏ,241162281634,Normal Product,,Nhà cửa & Đời sống,Bộ đồ bàn ăn,Bộ dao kéo,109200,0,XTRA Comm,,0,96096,4.00%,0,8.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260621KWSB9FW4,Đã hủy,235684824248218,2026-06-21 03:00:28,--,2026-06-21 02:59:57,Lineabon D3 K2,603712973,Shopee Mall(Non-CB),43975079405,#Combo 2 Lineabon D3 K2 - Hỗ Trợ Hấp Thu Canxi Cho Trẻ - Tùy chọn phiên bản,400937627709,Normal Product,,Mẹ & Bé,Chăm sóc sức khỏe bé,Vitamin & Thực phẩm bổ sung,650000,0,XTRA Comm,,0,520000,4.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260621KWQSNJN8,Hoàn thành,235684772211136,2026-06-21 02:59:32,2026-06-23 18:06:11,2026-06-21 02:59:19,suchinfamily,1469063983,C2C(Non-CB),42962408753,Trà Xanh Gạo Lứt Rang Nhật Bản Kunitaro,281038650638,Normal Product,,Thực phẩm và đồ uống,Đồ uống,Trà & trà túi lọc,66500,3,Shopee Comm,,159600,,4.00%,6384,0.00%,0,6384,6384,0,6384,,0,0.00%,0,100.00%,6384,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260619FWE3PPFC,Hoàn thành,235547008247535,2026-06-19 12:43:32,2026-06-25 11:19:22,2026-06-18 22:29:16,Bột Tẩy Đa Năng OxiClean,1356267415,Shopee Mall(Non-CB),28225827419,"Bột tẩy quần áo Oxiclean giúp tẩy trắng vết bẩn ố vàng, vết bẩn lâu ngày, không làm phai màu quần áo",216008775244,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Chất tẩy rửa,136000,1,XTRA Comm,,108800,,4.00%,4352,5.00%,5440,9792,4352,5440,9792,,0,0.00%,0,100.00%,9792,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260619FTDSEANK,Đã hủy,235543776257969,2026-06-19 11:49:37,--,2026-06-19 11:49:19,Trung Tâm Máy Chiếu Vici,231223249,Preferred(Non-CB),22550651151,"Chân màn chiếu di động 70inch, 80inch, 100 inch. CHÂN RỜI của màn hình chiếu.",138702632699,Normal Product,,Thiết Bị Điện Gia Dụng,Máy chiếu & Phụ kiện,Máy chiếu & Màn hình chiếu,469000,0,Shopee Comm,,0,403340,4.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260619FNSF1PUN,Hoàn thành,235538800291954,2026-06-19 10:27:01,2026-06-21 18:01:51,2026-06-19 10:26:42,Cream Pet Shop,967963854,Preferred(Non-CB),25164194541,[Thùng 10-24 Lon] Pate Neeka dạng Mousse Cho Mèo Lon 85gr nhiều vị dinh dưỡng,237354991819,Normal Product,,Chăm Sóc Thú Cưng,Thức ăn cho thú cưng,Thức ăn cho mèo,229000,1,XTRA Comm,,201520,,0.00%,0,5.00%,10076,10076,0,10076,10076,,0,0.00%,0,100.00%,10076,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260619FN33RX1X,Hoàn thành,235538049283256,2026-06-19 10:14:11,2026-06-22 15:13:57,2026-06-19 10:13:44,Tiệm Màn ZoZo,1717860921,Preferred(Non-CB),45654583730,"Loại dày đẹp - Màn tuyn chống muỗi trơn, mùng tuyn cao cấp ZoZo nhiều kích thước",360425740811,Normal Product,,Nhà cửa & Đời sống,Chăn ga gối nệm,Mùng/ Màn chống muỗi,142100,1,XTRA Comm,,113680,,4.00%,4547.2,5.00%,5684,10231.2,4547.2,5684,10231.2,,0,0.00%,0,100.00%,10231.2,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260619FN1RT1FC,Hoàn thành,235538004228861,2026-06-19 10:13:24,2026-06-21 21:11:20,2026-06-19 10:12:54,Mây tre láHcm,42860079,Preferred(Non-CB),50561450171,Giường tre cho mẹ bầu  xông hơ và  trang trí tiểu cảnh,355994888696,Normal Product,,Nhà cửa & Đời sống,Nội thất,"Giường, khung giường",730000,1,Shopee Comm,,598600,,4.00%,23944,0.00%,0,23944,23944,0,23944,,0,0.00%,0,100.00%,23944,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260618E8X9UTTT,Hoàn thành,235490643255575,2026-06-18 21:04:03,2026-06-23 18:06:17,2026-06-18 21:03:42,Công Ty Phụ Tùng Minh Khôi,1331335226,C2C(Non-CB),29515688068,"Súng Phun Thuốc Sâu Áp Lực Loa Kèn Mặt Sứ Cao Cấp 30cm. Phun Sương, Tưới Cây, Khử Trùng Hàng Loại 1 ( Tặng Kèm Phụ Kiện)",246888828279,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Hệ thống tưới nước,255000,1,Shopee Comm,,211650,,4.00%,8466,0.00%,0,8466,8466,0,8466,,0,0.00%,0,100.00%,8466,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260618C2G4RYYW,Đã hủy,235415006229613,2026-06-18 00:03:26,--,2026-06-18 00:02:37,POLONARO BASIC,27395533,Preferred(Non-CB),27661158290,Áo Thun Polo Nam POLOMAN Vải CVC Cá Sấu Cotton Cao Cấp Trẻ Trung Thanh Lịch Sang Trọng,79462641970,Normal Product,0_456883375259938_1,Thời Trang Nam,Áo,Áo polo,268400,0,XTRA Comm,,0,208720,7.00%,0,15.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260618C2G4RYYW,Đã hủy,235415006229613,2026-06-18 00:03:26,--,2026-06-18 00:02:37,POLONARO BASIC,27395533,Preferred(Non-CB),27661158290,Áo Thun Polo Nam POLOMAN Vải CVC Cá Sấu Cotton Cao Cấp Trẻ Trung Thanh Lịch Sang Trọng,79462641977,Normal Product,0_456883375259938_1,Thời Trang Nam,Áo,Áo polo,268400,0,XTRA Comm,,0,208720,7.00%,0,15.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260618BYDJ138Q,Hoàn thành,235411698236074,2026-06-17 23:08:18,2026-06-22 12:41:11,2026-06-17 23:07:57,SM-LuckyLAN,238871240,C2C(Non-CB),46350171469,USB kim loại 128GB 2TB Thẻ nhớ  64GB 32GB 16GB 8GB  USB3.0  4GB 2GB 1GB Giao hàng nhanh,435014292629,Normal Product,,Máy tính & Laptop,Thiết Bị Lưu Trữ,USB & OTG,79000,1,XTRA Comm,,78000,,4.00%,3120,3.00%,2340,5460,3120,2340,5460,,0,0.00%,0,100.00%,5460,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260617BQT6ANH3,Hoàn thành,235403532244666,2026-06-17 20:52:16,2026-06-19 15:18:35,2026-06-17 20:51:57,Bowaxing,1100123111,Preferred(Non-CB),22158727822,Hũ 500gr sáp wax lông nóng cao cấp Hard wax beans siêu bám lông tặng kèm que phết gỗ và serum mỡ trăn,148413763433,Normal Product,,Sắc Đẹp,Tắm & chăm sóc cơ thể,Kem tẩy lông & wax lông,150000,1,XTRA Comm,,108000,,4.00%,4320,3.00%,3240,7560,4320,3240,7560,,0,0.00%,0,100.00%,7560,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617BD0R8RTN,Hoàn thành,235391941219639,2026-06-17 17:39:01,2026-06-23 17:35:59,2026-06-17 17:38:43,Shop spa DS,403348728,Preferred(Non-CB),56260899558,"COMBO[1 Thùng 10 Hộp] Găng Tay Trắng Nitrile Cao Su Thiên Nhiên Cao Cấp Dùng Làm Spa, Nấu Ăn Hộp 100 Chiếc",440952444734,Normal Product,,Sức Khỏe,Vật tư y tế,Bao tay và khẩu trang y tế,449000,1,XTRA Comm,,295684,,4.00%,11827.36,8.00%,23654.72,35482.08,11827.36,23654.72,35482.08,,0,0.00%,0,100.00%,35482.08,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260617B3E20FEY,Hoàn thành,235381650229817,2026-06-17 14:47:30,2026-06-23 12:44:33,2026-06-17 14:43:37,WOOLIES,878674238,Preferred(Non-CB),22640831862,"Sợi Dệt 2mm móc túi ví, mũ, giày, móc phụ kiện thủ công Handmade Woolies",225942111189,Normal Product,,Sở thích & Sưu tầm,Dụng Cụ May Vá,,26000,1,XTRA Comm,,18200,,4.00%,728,6.00%,1092,1820,4368,6552,10920,,0,0.00%,0,100.00%,10920,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617B3E20FEY,Hoàn thành,235381650229817,2026-06-17 14:47:30,2026-06-23 12:44:33,2026-06-17 14:43:37,WOOLIES,878674238,Preferred(Non-CB),22640831862,"Sợi Dệt 2mm móc túi ví, mũ, giày, móc phụ kiện thủ công Handmade Woolies",197558863784,Normal Product,,Sở thích & Sưu tầm,Dụng Cụ May Vá,,26000,1,XTRA Comm,,18200,,4.00%,728,6.00%,1092,1820,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617B3E20FEY,Hoàn thành,235381650229817,2026-06-17 14:47:30,2026-06-23 12:44:33,2026-06-17 14:43:37,WOOLIES,878674238,Preferred(Non-CB),22640831862,"Sợi Dệt 2mm móc túi ví, mũ, giày, móc phụ kiện thủ công Handmade Woolies",225151147239,Normal Product,,Sở thích & Sưu tầm,Dụng Cụ May Vá,,26000,1,XTRA Comm,,18200,,4.00%,728,6.00%,1092,1820,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617B3E20FEY,Hoàn thành,235381650229817,2026-06-17 14:47:30,2026-06-23 12:44:33,2026-06-17 14:43:37,WOOLIES,878674238,Preferred(Non-CB),22640831862,"Sợi Dệt 2mm móc túi ví, mũ, giày, móc phụ kiện thủ công Handmade Woolies",225151147240,Normal Product,,Sở thích & Sưu tầm,Dụng Cụ May Vá,,26000,1,XTRA Comm,,18200,,4.00%,728,6.00%,1092,1820,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617B3E20FEY,Hoàn thành,235381650229817,2026-06-17 14:47:30,2026-06-23 12:44:33,2026-06-17 14:43:37,WOOLIES,878674238,Preferred(Non-CB),22640831862,"Sợi Dệt 2mm móc túi ví, mũ, giày, móc phụ kiện thủ công Handmade Woolies",225151147266,Normal Product,,Sở thích & Sưu tầm,Dụng Cụ May Vá,,26000,1,XTRA Comm,,18200,,4.00%,728,6.00%,1092,1820,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617B3E20FEY,Hoàn thành,235381650229817,2026-06-17 14:47:30,2026-06-23 12:44:33,2026-06-17 14:43:37,WOOLIES,878674238,Preferred(Non-CB),22640831862,"Sợi Dệt 2mm móc túi ví, mũ, giày, móc phụ kiện thủ công Handmade Woolies",225942111185,Normal Product,,Sở thích & Sưu tầm,Dụng Cụ May Vá,,26000,1,XTRA Comm,,18200,,4.00%,728,6.00%,1092,1820,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260617AVRB6GV5,Hoàn thành,235374479209337,2026-06-17 12:48:00,2026-06-21 15:28:20,2026-06-17 12:47:30,Đồ chơi Sankid,794463748,Shopee Mall(Non-CB),24072318369,"Cờ vua bằng gỗ, nhựa có nam châm Sankid",207412293019,Normal Product,,Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi thẻ bài & boardgame,160000,1,XTRA Comm,,140800,,4.00%,5632,5.00%,7040,12672,5632,7040,12672,,0,0.00%,0,100.00%,12672,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260617AVQ70JXN,Hoàn thành,235374441266619,2026-06-17 12:47:21,2026-06-22 15:32:43,2026-06-17 12:47:04,Amalife - Việt Nam,551582212,Shopee Mall(Non-CB),55550162333,Cờ Tướng Nam Châm Bằng Nhựa Chọn Size – Bộ Cờ Tướng Có Lực Hút Nam Châm Mạnh - Đồ Chơi Trí Tuệ Cho Trẻ Em Hãng Amalife,425014813683,Normal Product,,Sở thích & Sưu tầm,Đồ chơi - Giải trí,Đồ chơi thẻ bài & boardgame,300000,1,XTRA Comm,,258000,,4.00%,10320,2.00%,5160,15480,10320,5160,15480,,0,0.00%,0,100.00%,15480,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260617AVPF476F,Hoàn thành,235374416212090,2026-06-17 12:46:56,2026-06-21 15:10:42,2026-06-17 12:46:31,TopGia Official,550942423,Shopee Mall(Non-CB),24322062261,"Khăn giấy cao cấp treo tường TopGia Tiểu hạ 10bịch/6bịch, Giấy vệ sinh 4 lớp dày dặn an toàn,mềm mịn",198226935882,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Giấy vệ sinh,214000,1,XTRA Comm,,177620,,4.00%,7104.8,10.00%,17762,24866.8,7104.8,17762,24866.8,,0,0.00%,0,100.00%,24866.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26061671DAMMWD,Hoàn thành,235242039284977,2026-06-16 00:00:41,2026-06-19 16:48:21,2026-06-15 11:16:34,Bội Lan Đường,1010640984,Shopee Mall(Non-CB),26006461118,Trà Thảo Mộc Bội Lan Đường Giúp Phục Hồi Suy Giãn Tĩnh Mạch Làm Xẹp Tĩnh Mạch Sưng Phù Nổi Dưới Da,246265979814,Normal Product,,Thực phẩm và đồ uống,Đồ uống,Trà thảo mộc,200000,1,XTRA Comm,,160000,,4.00%,6400,20.00%,32000,38400,6400,32000,38400,,0,0.00%,0,100.00%,38400,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606156F1Q162N,Hoàn thành,235222322260649,2026-06-15 18:32:03,2026-06-18 17:09:47,2026-06-15 18:31:43,Mộc Vô Ưu,1713008560,C2C(Non-CB),49708797692,"Niêu đất xông nhà và hơ cho mẹ mới sinh và bé kèm rế thấp chống nóng xông trầm, vỏ bưởi, bồ kết an toàn",262634657158,Normal Product,454403836948615_0_0,Nhà cửa & Đời sống,"Đồ thờ cúng, đồ phong thủy",,145000,1,XTRA Comm,,110925,,4.00%,4437,12.00%,13311,17748,4437,13311,17748,,0,0.00%,0,100.00%,17748,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
2606156F1Q162N,Hoàn thành,235222322260649,2026-06-15 18:32:03,2026-06-18 17:09:47,2026-06-15 18:31:43,Mộc Vô Ưu,1713008560,C2C(Non-CB),26794719282,"Than Củi Vụn Dễ Bắt Lửa Dùng Ngay, Xông Nhà, Hơ Mẹ Và Bé, Trồng Lan, Không Cần Đập Sạch Tay",380865324088,Normal Product,454403836948615_0_0,Nhà cửa & Đời sống,"Đồ thờ cúng, đồ phong thủy",,0,1,XTRA Comm,,0,,4.00%,0,12.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
2606156F0HT9BJ,Hoàn thành,235222283248017,2026-06-15 18:31:27,2026-06-18 17:09:52,2026-06-15 18:31:14,GUSAN G.L.F.B,861187570,C2C(Non-CB),42476914315,"Ví Dài cầm tay WilsanPOLO VD01B, Ví Nam - Ví Nữ có ngăn đựng điện thoại, các loại giấy tờ.",440603135875,Normal Product,,Túi Ví Nam,Ví cầm tay,,139000,1,XTRA Comm,,111200,,7.00%,7784,5.00%,5560,13344,7784,5560,13344,,0,0.00%,0,100.00%,13344,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
2606155S9WHKNH,Hoàn thành,235198975216211,2026-06-15 12:02:56,2026-06-21 15:38:40,2026-06-15 12:02:33,YAMAZAKi,1361714873,Preferred(Non-CB),27228468908,Máy Chiếu Mini X9 PROY2 YAMAZAKI FULL HD 4K WiFi 6 Bluetooth 5.3 Độ Sáng 680 ANSI Hình Ảnh Sắc Nét Chiếu Phim Phòng Ngủ,291633806701,Normal Product,,Thiết Bị Điện Gia Dụng,Máy chiếu & Phụ kiện,Máy chiếu & Màn hình chiếu,4085000,1,XTRA Comm,,3026250,,4.00%,40000,5.00%,151312.5,191312.5,40000,151312.5,191312.5,,0,0.00%,0,100.00%,191312.5,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606155S3NAKM9,Hoàn thành,235198765266956,2026-06-15 11:59:25,2026-06-19 12:48:07,2026-06-15 11:51:49,Carnaval Official,151306098,Shopee Mall(Non-CB),29571012896,"Giày Búp Bê Lolita Carnaval Đế Vuông Cao Gót 6cm - Thiết Kế Vintage, Da Bóng Sang Trọng - VS109",168610133420,Normal Product,,Giày Dép Nữ,Giày cao gót,,238500,1,XTRA Comm,,190800,,7.00%,13356,8.00%,15264,28620,13356,15264,28620,,0,0.00%,0,100.00%,28620,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260610N2BN5MES,Hoàn thành,234724094297332,2026-06-10 00:08:35,2026-06-14 12:49:59,2026-06-09 23:53:05,Simplus Outlets Việt Nam,837798103,Shopee Mall(CB),29993269753,Simplus Máy xay thịt mini cầm tay Máy xay đa năng gia dụng  Máy xay đa năng chuẩn thực phẩm DDJR007,277060802936,Normal Product,,Thiết Bị Điện Gia Dụng,Đồ gia dụng nhà bếp,Máy chế biến thực phẩm & Xay thịt,124000,1,Shopee Comm,,99200,,4.00%,3968,0.00%,0,3968,3968,0,3968,,0,0.00%,0,100.00%,3968,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260609MM097JWU,Hoàn thành,234708679284409,2026-06-09 19:51:21,2026-06-14 11:21:24,2026-06-09 19:51:05,ĂN VẶT BEST FOOD,675183048,C2C(Non-CB),53458201541,(Độc quyền) Bánh Tráng Bò Tỏi Chua Cay Duy Best,400728438249,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,90000,1,XTRA Comm,,58500,,4.00%,2340,5.00%,2925,5265,2340,2925,5265,,0,0.00%,0,100.00%,5265,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260609M9PNGHNW,Hoàn thành,234697619208860,2026-06-09 16:47:00,2026-06-13 19:26:16,2026-06-09 16:46:21,TLEE JEWELRY Official Store,11263389,Shopee Mall(Non-CB),18025396614,Dây chuyền bạc nữ TLEE mặt trăng đính đá cao cấp TLEE JEWELRY D0128,126326603429,Normal Product,465141599121735_0_0,Phụ Kiện Thời Trang,Dây chuyền,,480000,1,XTRA Comm,,398400,,7.00%,27888,10.00%,39840,67728,27888,39840,67728,,0,0.00%,0,100.00%,67728,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Facebook
260609M9PNGHNW,Hoàn thành,234697619208860,2026-06-09 16:47:00,2026-06-13 19:26:16,2026-06-09 16:46:21,TLEE JEWELRY Official Store,11263389,Shopee Mall(Non-CB),43824138503,"Hộp Rút đựng trang sức TLEE, quà tặng cho mọi đơn hàng PK0124",276960622241,Normal Product,465141599121735_0_0,Văn Phòng Phẩm,Quà Tặng - Giấy Gói,Hộp Quà Tặng,0,1,XTRA Comm,,0,,4.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Facebook
260609M9PNGHNW,Hoàn thành,234697619208860,2026-06-09 16:47:00,2026-06-13 19:26:16,2026-06-09 16:46:21,TLEE JEWELRY Official Store,11263389,Shopee Mall(Non-CB),43912972306,Nước rửa trang sức bạc TLEE dung dịch làm sáng bóng bạc như mới 50ml TLEE JEWELRY PK0120,186205559686,Normal Product,465141599121735_0_0,Phụ Kiện Thời Trang,Khác,,0,1,XTRA Comm,,0,,7.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Facebook
260608H47QNEAR,Hoàn thành,234588670228975,2026-06-08 10:31:11,2026-06-12 12:48:32,2026-06-08 10:30:57,thiết bị y tế Sài Gòn 88,59761760,C2C(Non-CB),45458264222,"Túi Ngâm Chân, Chậu Ngâm Chân Giữ Nhiệt Vải Oxford GADI - Gấp Gọn Tiện Lợi, Chống Thấm Nước, Giúp Thư Giãn Giảm Mệt Mỏi",430732578750,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Thiết bị vệ sinh chân & Thư giãn,50959,2,Shopee Comm,,87649,,4.00%,3505.96,0.00%,0,3505.96,3505.96,0,3505.96,,0,0.00%,0,100.00%,3505.96,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260607DF245BW7,Đã hủy,234462854204726,2026-06-06 23:34:14,--,2026-06-06 23:33:40,Coolmate - Official Store,24710134,Shopee Mall(Non-CB),23645838754,"Găng tay đa năng chống UV, găng tay thể thao co giãn, thấm hút mồ hôi tốt Coolmate",165948741038,Normal Product,466748260827615_0_0,Phụ Kiện Thời Trang,Găng tay,,0,0,XTRA Comm,,0,,7.00%,0,3.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260607DF245BW7,Đã hủy,234462854204726,2026-06-06 23:34:14,--,2026-06-06 23:33:40,Coolmate - Official Store,24710134,Shopee Mall(Non-CB),19336233193,"[TẶNG QUÀ ĐƠN 329K]Combo 2 Áo polo nam thể thao Promax-S1, áo Gym, chạy bộ, Pickleball, Tennis thoáng khí Coolmate",191854369120,Normal Product,466748260827615_0_0,Thời Trang Nam,Áo,Áo polo,389000,0,XTRA Comm,,0,277980,7.00%,0,3.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260606B0346U18,Hoàn thành,234378062205561,2026-06-06 00:01:01,2026-06-10 14:13:57,2026-06-05 23:05:24,ALOLA Kính Cận,1450241779,Shopee Mall(Non-CB),40810291985,Gọng Kính Cận Giá Rẻ Nam Nữ ALOLA Gọng kính chống ánh sáng xanh TR90 siêu nhẹ cho dân văn phòng,270864761172,Normal Product,,Phụ Kiện Thời Trang,Kính mắt,Gọng kính,159000,1,XTRA Comm,,116552,,7.00%,8158.64,7.00%,8158.64,16317.28,15339.45,15339.45,30678.9,,0,0.00%,0,100.00%,30678.9,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260606B0346U18,Hoàn thành,234378062205561,2026-06-06 00:01:01,2026-06-10 14:13:57,2026-06-05 23:05:24,ALOLA Kính Cận,1450241779,Shopee Mall(Non-CB),57305878837,Kính Giả Cận Nữ ALOLA Mặt Kính Mắt Mèo Chông Tia UV Ánh Sáng Xanh Dổi Màu Khi Ra Nắng 0/-1/-2/-3/-4/-5/-6,310532649691,Normal Product,,Phụ Kiện Thời Trang,Kính mắt,Gọng kính,139942,1,XTRA Comm,,102583,,7.00%,7180.81,7.00%,7180.81,14361.62,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260606B023U9RD,Hoàn thành,234378028274525,2026-06-06 00:00:35,2026-06-12 20:39:30,2026-06-05 23:04:17,Nghia Furniture,122012647,Shopee Mall(Non-CB),40211677322,"Ghế công thái học Nghia Furniture Yami, Khung nhôm nguyên khối, Piston Class 4, Lưới wintex Hàn Quốc",261146542170,Normal Product,,Nhà cửa & Đời sống,Nội thất,"Ghế, ghế dài, ghế đẩu",6500000,1,XTRA Comm,,4515600,,4.00%,40000,2.00%,90312,130312,40000,90312,130312,,0,0.00%,0,100.00%,130312,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260606AWSMF1D2,Hoàn thành,234375596221425,2026-06-05 23:19:56,2026-06-10 14:59:07,2026-06-05 23:05:24,candypop.vn,1329041500,C2C(CB),27809508821,🍭Candy🍭Set 2 Móc cài mắt kính UMEKO chống rơi Đệm gài silicon vào càng kính,207765061133,Normal Product,,Phụ Kiện Thời Trang,Kính mắt,Hộp kính và phụ kiện,1000,1,XTRA Comm,,1000,,4.00%,40,4.00%,40,80,40,40,80,,0,0.00%,0,100.00%,80,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,,,,,,Zalo
